filename,extracted_text
IMG_1262.PNG,"[""RAVE LIGHTS: (Use) LumiiUwu\n\nSonya\n\nalso squarespace is not the best, if wanted to use a website builder for quickest publishing i would use wix\n\nokay\n\nWilliam\n\nI'm using squarespace for the domain name ownership. That's all\n\nEdited\n\nSonya\n\nshopify is $300 a year tho\n\nfrom\n\nwhat i remember a couple years back\n\nokay we can always change that too\n\nWilliam\n\nCan we break it down monthly? Otherwise honestly it’s worth it if the experience is that much easier\n\nThe right tools are always worth it\n\nSonya\n\n&\n\nyea we can look into it"", 'we\n\nimo']"
IMG_1263.PNG,"[""Sonya\n\n&\n\nyea we can look into it\n\nbut let's see w free trials first\n\nWilliam\n\nI'll cover 300$ for the Shopify\n\n—_\n\nIf needed\n\nSonya\n\nnaw it should be split or sm\n\nJustin Lee\n\n| know Shopify has inventory management build in and you can doa lot of cool things but | will defer to you\n\nWilliam\n\n—_\n\nWhatever works best.\n\nSonya\n\nwe should also start an accounting sheet for expenses\n\nWilliam\n\nBut it sounds like Shopify for now\n\n| don't recommend putting me on finances\n\na0""]"
IMG_1264.PNG,"[""William\n\nBut it sounds like Shopify for now\n\n|\n\ndon't recommend putting me on finances\n\nBad things will happen\n\nHA WA\n\n“Who ordered all these lights?”\n\nSonya\n\nill\n\ncreate a google drive n we can start something in there\n\nbut w all expenses, it should be written down n managed/budgeted\n\nWilliam\n\n©\n\nDo u want past expenses?\n\n1 Reply\n\nJustin Lee\n\n|\n\nlike Shopify because it is much better for mobile\n\nEdited\n\nWilliam\n\n©\n\nOkok sounds like that’s the current decision\n\n&""]"
IMG_1265.PNG,"[""1:40\n\nRAVE LIGHTS: (Laat LumiiUwu\n\nWilliam\n\nOkok sounds like that's the current decision\n\nJustin Lee\n\n| think like 60 percent of online purchases are made on mobile too\n\nDo u want past expenses?\n\nSonya\n\ni dont mind\n\nWilliam\n\nHmm\n\nJustin Lee\n\nAlso | can help with the inventory management sonya\n\nSonya\n\nluv thank u\n\nthat's more once shopify is up n running\n\nJustin Lee\n\nc=)\n\n&""]"
IMG_1266.PNG,"[""Sonya\n\ns ] s ]\n\nluv thank u\n\nthat's more once shopify is up n running\n\n&\n\nJustin Lee\n\nwow\n\nWilliam were you at? you're late for your nail appointment\n\nSonya\n\nomg do u actually do nails or is that\n\nur""]"
IMG_1267.PNG,"[""1:40\n\nRAVE LIGHTS: (Laat ° LumiiUwu\n\nSonya\n\nomg do u actually do nails or is that ur of\n\nEdited\n\nJustin Lee\n\nThis is Willam’s I'm at his house\n\nWilliam\n\nSorry ill be 2 days late\n\nJustin Lee\n\nBruuu you baited me\n\nWilliam\n\nSonya | used to do my nails in high school. It was fun.\n\nSonya\n\nluv\n\nWilliam\n\nThe store is important, uhh Sonya what type of logos were u thinking?\n\nSonya""]"
IMG_1268.PNG,"['RAVE LIGHTS: (Oa) LumiiUwu\n\nSonya\n\ni\n\nwas thinking simple, gets the point across\n\nbut still cute\n\nn has character\n\nWilliam\n\nNot urgent but Sonya we also need to solidify the final hardware features based off current and projected features for the product\n\nSonya\n\nokay\n\nwassup\n\nWilliam\n\nIncluding the design of the PCB where basically the enclosed design is correlated to the shape of the PCB\n\nIf U want a circle for ex\n\n| need to design a circle PCB now lol\n\nSonya\n\nwhat is pcb']"
IMG_1269.PNG,['RAVE LIGHTS: Ui ts ] LumiiUwu\n\nSonya\n\nwhat is pcb\n\nWilliam\n\nCircuit board\n\nSonya\n\nok but i kinda get what ur saying\n\nWilliam\n\nThe electronics inside will be on a circuit board\n\n|\n\ncan actually shape the circuit board based off the design u want\n\nSonya\n\ni think tbh\n\nyou can make it small as possible would be the most ideal\n\nif\n\nWilliam\n\n| will be making it as small as | can\n\nit']
IMG_1270.PNG,"[""William\n\nw\n\n| will be making it as small as | can\n\nSonya\n\nthen it can be malleable and be tailored to different things\n\nWilliam\n\nw\n\nI'll miniaturizing it\n\nSonya\n\ni\n\ndon't have a specific vision for the hardware rn\n\ni\n\nthink i need to do research on what is and isn't possible\n\nWilliam""]"
IMG_1271.PNG,"[""William\n\nGetting the Job - Printed Circuit Board Design as a Career\n\npcb.cadence.com\n\nBut the shape dictates component placement and design\n\nAnd layout\n\nSo knowing the shape u want (at some point in the future) is nice\n\nAsk away\n\nSonya\n\ndo\n\nyou think we want discuss this next weekend during the first sprint? i'll do research up until then\n\nWilliam\n\nIt’s better u ask me a bunch of questions so | can set the realistic""]"
IMG_1272.PNG,"[""RAVE LIGHTS: (amate) “LumiiUwu\n\nWilliam\n\nIt's better uask me a bunch of questions so | can set the realistic engineering bounds\n\n=>\n\nSonya\n\nokay\n\n=>\n\nWilliam\n\nYes ma’am but also ask anytime\n\n|\n\nbasically respond to questions at all times\n\nFor afero and this\n\n~—\n\nIf u hit any snags in ur research because of it’s probably hard to hear what's possible by a small team and what's not\n\nBeing nimble is great and allows us to make lots of decisions fast, and choose a direction not many are willing to choose\n\nBut also means we don’t have the shear bandwidth for engineering, not enough monkeys\n\nVactarday A:27DNA\n\n&""]"
IMG_1273.PNG,"[""Yesterday 9:37PM\n\nWilliam\n\nT TT FaceTime Call Ended\n\nMy b\n\n| forgot to mention\n\nWe have a semi big limitation, and its entirely my bad\n\n|\n\nwork for afero, which is a smart home company, that sells smart home lighting\n\nWilliam\n\nAnything involving smart home | cannot develop code for\n\n3 Replies\n\n|\n\nwould literally be competing with myself\n\nWilliam\n\nif there was ever a choice to move into that direction, I'd have to resign from either this or afero(probably afero), but | don't see this being an issue for the foreseeable future since we are more an""]"
IMG_1274.PNG,"[""RAVE LIGHTS: (Use) “LumiiUwu\n\nWilliam\n\nif there was ever a choice to move into that direction, I'd have to resign from either this or afero(probably afero), but | don’t see this being an issue for the foreseeable future since we are more an event based lighting company\n\n1 Reply\n\nSonya\n\noop okay we can stay out of that direction\n\ni\n\nthink smart home lighting isn't as niche anymore\n\nWilliam\n\nyea its kinda hard to compete in that space tbh\n\nyou need insane volume\n\nthe only reason afero wins\n\nis we have exclusive contracts with Home Depot and KingFisher(the Home Depot of Europe)\n\nToday 12:01AM\n\nWilliam""]"
IMG_1275.PNG,"[""RAVE LIGHTS: (Oa) LumiiUwu\n\nToday 12:01AM\n\nWilliam\n\nHello all, I've generated an instagram\n\nI'm working on the business email as well\n\nWe have our own url: lumiilumii.com so I'm using that for our google business account. But before | finalize it | was going to ask u guys if u wanna use google business or something else\n\nCurrent account link: https:// www.instagram.com/lumiilumiilights/ it's empty\n\nthat's just the username for now, we should find a better one and change it\n\n| should've PM'd the passwords\n\nSonya\n\ni've never used google business before don’t think but am down to learn it\n\nWilliam\n\nOh no it's nothing cray cray\n\nIts just you guys get business emails n"", 'i']"
IMG_1276.PNG,"[""RAVE LIGHTS: e , LumiiUwu\n\nWilliam\n\nOh no it's nothing cray cray\n\nIts just you guys get business emails n stuff\n\nAnd a shared google drive with everyone\n\nWhere we post docs n stuff\n\nignore the comments and image. | just had to fill it in when | created the account. | trust u guys to build a good brand, but | will say when | think of the products we are making, | think of neon flashy colors.\n\nAnything involving smart home | cannot develop code for\n\n3 Replies\n\nJustin Lee\n\nit pacifically just smart home lighting only or just smart lighting"", ""Is\n\nif\n\nthere was ever a choice to move into that direction, I'd have to resign from either this\n\nor\n\n&""]"
IMG_1277.PNG,"[""RAVE LIGHTS: (ante) LumiiUwu\n\nJustin Lee\n\nIs\n\nit pacifically just smart home lighting only or just smart lighting\n\nif there was ever a choice to move into that direction, I'd have to resign from either this or afero(probably afero), but | don't see this being...\n\nJustin Lee\n\nHopefully this takes off to the point where you would wanna just quit.\n\nAnything involving smart home | cannot develop code for\n\n3 Replies\n\nWilliam\n\nanything that Home Depot would sell\n\nwhich is home improvement\n\nWilliam\n\nyea | think it will take a while, and honestly not telling u guys to not make full time, but | have type one diabetes"", 'ur\n\nso quiting my job is kinda extra hard\n\nit']"
IMG_1278.PNG,"[""William\n\nyea | think it will take a while, and honestly not telling u guys to not make ur full time, but | have type one diabetes\n\nso quiting my job is kinda extra hard\n\ninsulin and the various diabetic stuff have without health insurance cost 3000-4000 a month\n\nJustin Lee\n\nSheeeesh\n\nWilliam\n\nBuying health insurance also 1-2k a month because they see I’m a type one diabetic and jack up the rates\n\nSo for me | can't leave so easily @)\n\nJustin Lee\n\n| understand now\n\nWilliam\n\nIt needs to be cash flow positive, and | need to bring in enough income such that my living expenses are covered... tbh including my bmw and rent I'm at\n\n|"", 'it']"
IMG_1279.PNG,"[""William\n\nIt needs to be cash flow positive, and | need to bring in enough income such that my living expenses are covered... tbh including my bmw and rent I'm at like 2200 + another 300 for food\n\nJustin Lee\n\nWhy is it so expensive tho\n\nWilliam\n\nAsk @Sonya about our wonderful healthcare industry in the US\n\nJustin Lee\n\nMaybe we need to move to Canada\n\nWilliam\n\nMore or less insurance companies for insulin producers to charge an obscene rate\n\nImfao right\n\nWilliam\n\n| admit that even cash flow positive isn’t enough for me to just walk away from afero, it has to like really cover everything.""]"
IMG_1280.PNG,"[""William\n\n| admit that even cash flow positive isn’t enough for me to just walk away from afero, it has to like really cover everything.\n\n1 Reply\n\nJustin Lee\n\nDon’t want to sound ignorant, but | thought they made insulin essentially free like the guy gave aways the patent\n\nWilliam\n\nfunny you say\n\nit's not easy to make in small volumes locally, and frankly the demand isn't high enough for more than like 3-4 companies in all of the US to produce it\n\nadmit that even cash flow positive isn't enough me to just walk away from afero, it has to really cover everything.\n\n|"", ""for\n\nlike\n\nJustin Lee\n\nThat's really nice that your job takes care of your medical needs""]"
IMG_1281.PNG,"[""1:41\n\nRAVE LIGHTS: (Laat LumiiUwu\n\now\n\nJustin Lee\n\nThat's really nice that your job takes care of your medical needs\n\nWilliam\n\nw\n\nand they are all basically working with insurance makers and each other to keep prices up\n\nWilliam\n\nadmittedly not my mental health needs\n\nQO»\n\nJustin Lee\n\now\n\nLmaooo\n\nthey are all basically working with insurance makers and each other to keep prices up\n\nand\n\nJustin Lee\n\now\n\nSounds like America\n\nleo""]"
IMG_1282.PNG,"[""RAVE LIGHTS: bd oe LumiiUwu\n\nWilliam\n\nCw)\n\nright?\n\nWilliam\n\nCw)\n\nTbf if | didn't have diabetes after my ex broke up with me | would've quit my job, moved in with my parents and biked across the US\n\n1 Reply\n\nand\n\nthen got back to work doing what we are doing now\n\nCw)\n\nbut now | need to basically make enough money for me to take that amount of time off someday\n\nJustin Lee\n\n|\n\nguess everything works out for a\n\nreason\n\nWilliam\n\nCw)\n\nits ok, I’m still learning more things afero that | basically just apply here\n\nif | didn't have diabetes after my ex broke me | would've quit my job, moved in with parents and biked across the US"", 'Tbf\n\nwith\n\nat\n\nup\n\nmy']"
IMG_1283.PNG,"[""1:41\n\nRAVE LIGHTS: Ua LumiiUwu\n\nif | didn't have diabetes after my ex broke me | would've quit my job, moved in with parents and biked across the US\n\nTbf\n\nwith\n\nJustin Lee\n\nFuck your ex how could she do that\n\nJustin Lee\n\nLiterally trash seven years\n\nWilliam\n\nYea it's quite unfortunate\n\nJustin Lee\n\nWere you thinking about proposing?\n\nWilliam\n\nBruh | was bouta buy a ring\n\nJustin Lee\n\nDon’t mean to reopen a sore wound\n\nWilliam\n\nNaw dw\n\nWilliam\n\nHonestly it works out, with someone | would've never been able to take steps to work on this company, and"", 'her\n\nthe\n\nup\n\nmy\n\nlike\n\nc=)']"
IMG_1284.PNG,"[""William\n\nHonestly it works out, with someone like her | would've never been able to take the steps to work on this company, and progress on all my other personal goals\n\n1 Reply\n\nWilliam\n\nBut I'll admit | spend a lot of time trying to optimize my productivity so maybe | wouldn't be the best boyfriend at the moment. Probably wouldn't be allocating enough time to someone.\n\n1 Reply\n\nHonestly it works out, with someone like her | would've never been able to take the steps to work on this company, and progress on all my"", 'Justin Lee\n\n| definitely understand how you feel when you get into a long-term committed relationship you just worry about stability\n\nWilliam\n\nMaybe there’s someone who would want\n\nan lava timana nRAMmMmMmitmant ait tharan hist |\n\not...']"
IMG_1285.PNG,"[""RAVE LIGHTS: UN) LumiiUwu\n\nWilliam\n\nMaybe there’s someone who would want a lower time commitment out there but | can't see myself with anyone because of it right now\n\nCw)\n\n1 Reply\n\nCw)\n\nright?\n\nI'll admit | spend a lot of time trying to optimize my productivity so maybe | wouldn't best boyfriend at the moment. Probably\n\nBut\n\nthe\n\nbe\n\nwou...\n\nJustin Lee\n\nBut at the same time the right person would understand that you're very busy like people who date doctors.\n\nWilliam\n\nIt's hard honestly, because | did have some dreams and ambitions that | wasn’t getting around to for a year or two."", 'Cw)\n\noh yea\n\nWilliam']"
IMG_1286.PNG,"[""RAVE LIGHTS: UU) LumiiUwu\n\nWilliam\n\nbut doctors got hella money\n\n1 Reply\n\n(And debt early in their career but ignore that)\n\nMaybe there's someone who would want a lower time commitment out there but | can't see myself with anyone because of it right now\n\nJustin Lee\n\nMy friend met his girlfriend at a rave and they be going at it for over 2 years\n\nWilliam\n\noh?\n\nidk we'll see. Right now | wanna see this project explode\n\nWilliam\n\nand honestly | have some fun projects at afero right now as well. I'm doing a""]"
IMG_1287.PNG,"[""1:42\n\nRAVE LIGHTS: UU) LumiiUwu\n\nWilliam\n\nand honestly | have some fun projects at afero right now as well. I'm doing a garage door opener, power monitors, and some other stuff.\n\n1 Reply\n\n|\n\nalso get to develop the firmware for a new chipset\n\nbut doctors got hella money\n\nJustin Lee\n\nRelationships founded solely on money, never lost\n\nEdited\n\nWilliam\n\n*founded?\n\nand honestly | have some fun projects at afero right now as well. I'm doing a garage door opener, power monitors, and some other stuff.\n\nJustin Lee"", 'Honestly, how much can you really']"
IMG_1288.PNG,"[""1:42\n\nRAVE LIGHTS: (ante) LumiiUwu\n\nJustin Lee\n\nHonestly, how much can you really reinvent a garage door opener?\n\nWilliam\n\nnaw it's not about reinventing it\n\nIt’s about the fact that it’s the one that Home Depot is gonna be sponsoring\n\nAnd it’s using my software\n\nJustin Lee\n\nOhhhh | see\n\nWilliam\n\nIn this case its the fact that | have distribution channels for my software\n\nand I'm doing the firmware for new chipsets.\n\nJustin Lee\n\nHome Depot is really feeding your company\n\nWilliam\n\nPD\n\nc=)""]"
IMG_1289.PNG,"[""1:42\n\n“ RAVE LIGHTS: UU) LumiiUwu\n\nWilliam\n\ndude these chipsets are so low power they are powered off radio waves in\n\nair\n\nthe\n\n3 Replies\n\nJustin Lee\n\nWhatttt\n\nThat is crazy\n\nWilliam\n\nand they can harness the mechanical potential energy from button clicks for more power\n\n1 Reply\n\ndude these chipsets are so low power they powered off radio waves in the air\n\nare\n\n3 Replies\n\nJustin Lee\n\nSame with the Tesla key\n\nWilliam\n\nWhat's rlly crazy is we will also still have\n\nc=)""]"
IMG_1290.PNG,"[""1:42\n\nRAVE LIGHTS: ms LumiiUwu\n\nWilliam\n\na\n\nWhat's rlly crazy is we will also still have bluetooth beacon going every 300mS too\n\nthey can harness the mechanical potential energy from button clicks for more power\n\nand\n\nJustin Lee\n\nIt’s actually pretty crazy technology\n\nWilliam\n\nyea\n\nATM33 Series — Atmosic™: Battery\n\nFree Wireless Solutions\n\ngoogle.com\n\nI'm doing a lot of the firmware for it\n\nto\n\nget it going after the garage door opener\n\nwhich I'm frankly fairly excited for\n\nWilliam\n\nalso afero has been introducing me to bunch of chipset makers that | become"", 'a']"
IMG_1291.PNG,"[""1:42\n\nRAVE LIGHTS: (amate) LumiiUwu\n\nWilliam\n\nalso afero has been introducing me to a bunch of chipset makers that | become friends with, then | take that and ask them for help on this project\n\n1 Reply\n\nJustin Lee\n\nWish we could run our rave lights on radio waves &5\n\nWilliam\n\nHonestly | could make the software work\n\nit's the lights lol\n\nidk how we power that\n\nlike with realtek | got a bunch of unreleased datasheets for new chips not on the market yet\n\nJustin Lee\n\nneed some crazy efficient lights"", 'We\n\nWilliam\n\nMany of these chips being super low cost, efficient and powerful all at the same time']"
IMG_1292.PNG,"[""1:42\n\nWilliam\n\nMany of these chips being super low cost, efficient and powerful all at the same time\n\nso I'm working on moving the light software over there(after we release the first few products)\n\nafero has been introducing me to a bunch chipset makers that | become friends with, then that and ask them for help on this project\n\nalso\n\ntake\n\nJustin Lee\n\n| don't want you to get in trouble too but | like the wine and dine strategy\n\nWilliam\n\nnaw naw dw\n\n|\n\nguess what I'm saying Is yea it takes 30 hours of my time a week from the project\n\nbut\n\nmaybe 80 on really really bad weeks(but those aren't often)"", 'of\n\n|\n\nc=)']"
IMG_1293.PNG,"[""1:42\n\nWilliam\n\nnaw naw dw\n\n|\n\nguess what I'm saying Is yea it takes 30 hours of my time a week from the project\n\nbut\n\nmaybe 80 on really really bad weeks(but those aren't often)\n\nJustin Lee\n\n80 hours is\n\n&\n\nWilliam\n\nyea it's only been when | was at singapore\n\nJustin Lee\n\nSingapore\n\nWilliam\n\n| get access to part and chip makers that help us, and there's a lot of people smarter than me at firmware there that | get to learn from\n\nJustin Lee\n\nHow was votlir exnerience averseas?""]"
IMG_1294.PNG,"[""1:42\n\nRAVE LIGHTS: (Oa) LumiiUwu\n\nJustin Lee\n\nHow was your experience overseas?\n\nWilliam\n\nsame with amazon | guess, but I’m taking a lot of the lessons | learn at afero and just re interpreting them for this\n\nit was good honestly\n\n|\n\nstill went to the gym, and 80 hours included basically just socializing with the executives and engineers at realtek\n\nbut it was corporate schmoosing.\n\nJustin Lee\n\nCorporate brown nosing\n\nWilliam\n\n| got 3 days to checkout singapore at the end\n\nI'd say it was good but v small\n\nJustin Lee\n\nWould you go back\n\nWilliam""]"
IMG_1295.PNG,"[""1:42\n\nRAVE LIGHTS: Ua LumiiUwu\n\nJustin Lee\n\nWould you go back\n\nWilliam\n\nu see the whole country in like 3 days\n\n1 Reply\n\nhell yea\n\nI'd\n\ngo there to visit my new friends at realtek, then fly to Japan lol\n\nu\n\nsee the whole country in like 3 days\n\nJustin Lee\n\nThat's like Hawaii\n\nWilliam\n\nnaw naw Hawaii actually has a few islands, but Oahu ur right\n\nsingapore is even smaller lol\n\nJustin Lee\n\nI'm going to Japan this year\n\nWilliam""]"
IMG_1296.PNG,"[""1:42\n\nJustin Lee\n\nI'm going to Japan this year\n\nWilliam\n\n@\n\nlike size of San Jose is the entire country\n\n2 Replies\n\n@\n\n| heard!\n\nlike size of San Jose is the entire country\n\n2 Replies\n\nJustin Lee\n\nThere's no way it’s the size of the San Jose county\n\nThat's is actually tiny\n\nWilliam\n\nNot even county(Santa Clara county)\n\nit's the size of San Jose\n\nthe city\n\nAbout 1,310,000,000 results (0.40'\n\nc=)""]"
IMG_1297.PNG,"[""1:42\n\nRAVE LIGHTS: (amate) LumiiUwu\n\nWilliam\n\nNot even county(Santa Clara county)\n\nit's the size of San Jose\n\nthe city\n\nAbout 1,310,000,000 results (0.40)\n\nSingapore / Area\n\n283.5 mi?\n\nSingapore is a sunny, tro} tip of the Malay Peninsul State of Rhode Island, a the resident population Malay, Indian and Eurasia\n\nMinistry of Foreign Affairs https://www.mfa.gov.sg » Oversea\n\nut Singapore\n\nImages In square miles About 261,000,000 results (0.46 s¢ San Jose / Area 181.4 mi?""]"
IMG_1298.PNG,"['1:42\n\nOk wait it’s bigger than San Jose my b\n\nImages In square miles About 261,000,000 results (0.46 s¢ San Jose / Area 181.4 mi? People also search for je 1 San Francisco Sete) 231.9 mi?\n\nBut not by as much as u’d expect, and a lot of it is technically just water\n\nJustin Lee\n\n|\n\nhear my parents went when | was a kid but | got sick and stayed home\n\nWilliam\n\nRu excited for Japan\n\nJustin Lee\n\nYesss\n\nWilliam\n\nWhere in Japan r u aoina']"
IMG_1299.PNG,"[""1:42\n\nRAVE LIGHTS: UN) LumiiUwu\n\nWilliam\n\nWhere in Japan r u going\n\nJustin Lee\n\nWe are getting a place near the train station and and we are going to explore the different areas each day\n\nRight now we're planning on Tokyo\n\nBut my girlfriend has some family that live in Sapporo\n\nWilliam\n\nOh is she Japanese?\n\nJustin Lee\n\nNawww she viet\n\nWilliam\n\nahh Imfao\n\nJustin Lee\n\nAnd Chinese\n\nWilliam\n\nthere are some views over there but guess it all mushes together\n\nJustin Lee\n\n|""]"
IMG_1300.PNG,"['RAVE LIGHTS: UN) LumiiUwu\n\nWilliam\n\nthere are some views over there but guess it all mushes together\n\nJustin Lee\n\nHer cousin is like a famous movie actor in Japan apparently\n\nWilliam\n\noh?\n\nLit\n\nJustin Lee\n\nYea | was surprised\n\nWilliam\n\nimagine having famous people in ur family\n\nJustin Lee\n\nNot like your dad counts\n\nCough, cough\n\nWilliam\n\nnaw he’s not that public facing\n\nhe just has a lot of money\n\n|\n\n)']"
IMG_1301.PNG,"[""1:42\n\nRAVE LIGHTS: (amate) LumiiUwu\n\nWilliam\n\nnaw he's not that public facing\n\nhe just has a lot of money\n\nThat | don't get to have Imfao\n\nJustin Lee\n\nLmaooo he doesn’t want you to be spoiled?\n\nWilliam\n\nwhich is honestly fine, | don’t really believe in using my parents money at least while I'm trying to establish my career. They have already provided me with housing, a place to return to when things are difficult, and just generally good relationships\n\nWilliam\n\nuhh yea | wasn't really raised to like get stuff, | always had to work for things, my dad calls me child labor\n\nJustin Lee\n\nSounds exactly like an Asian household""]"
IMG_1302.PNG,"[""1:42\n\nRAVE LIGHTS: (Laat LumiiUwu\n\nJustin Lee\n\nSounds exactly like an Asian household\n\nJustin Lee\n\nThe real question is, do you takeoff your shoes?\n\nWilliam\n\nhe’s the white one Imfaooo\n\n1 Reply\n\nbruh u wanna know what's crazy\n\nhe's the white one Imfaooo\n\nJustin Lee\n\nLmaooo | guess he really is an entrepreneur\n\nWilliam\n\nmy dad enforces that rule\n\n1 Reply\n\nbut in the filipino house in south city bro\n\nWilliam\n\nr\n\nc=)""]"
IMG_1303.PNG,"[""1:42\n\nRAVE LIGHTS: Ua LumiiUwu\n\nWilliam\n\nmy dad enforces that rule\n\n1 Reply\n\nw)\n\nbut in the filipino house in south city bro\n\nWilliam\n\nA\n\nthey wear shoes like on the bed\n\n1 Reply\n\nmy dad enforces that rule\n\nJustin Lee\n\nCloset Asian\n\nWilliam\n\nI'm actually disgusted\n\n|\n\nhad to like train my cousin to not do that\n\nwhen we started living together\n\nthey wear shoes like on the bed""]"
IMG_1304.PNG,"[""1:43\n\nRAVE LIGHTS (amate) LumiiUwu\n\nJustin Lee\n\nThat is so disgusting and nasty like step on shit when you go outside and you're sleeping on that shit\n\nJustin Lee\n\nShoes on the bed is actually crazy\n\nWilliam\n\nYea\n\nIsland filipinos bro we go crazy sometimes\n\nmy mom also likes being clean too honestly but my dad does a lot more of the “asian” traits\n\nBut they both def. Have the asian working mentality bruh\n\nWilliam\n\nin general they are very good parents though and | don't wanna take their money. I'm trying not to be a trust fund"", 'you']"
